date,home_team,away_team,home_score,away_score,home_lineup,away_lineup
8-9-2017,Lille ,Bordeaux ,0,0,"['Mike Maignan', 'Junior Alonso', 'Ibrahim Amadou', 'Edgar Ié', 'Kévin Malcuit', 'Thiago Maia', 'Yves Bissouma', 'Nicolas Pépé', 'Yassine Benzia', 'Anwar El Ghazi', 'Luiz Araujo']","['Benoît Costil', 'Jérémy Toulalan', 'Vukasin Jovanovic', 'Youssouf Sabaly', 'Théo Pellenard', 'Otávio', 'Younousse Sankharé', 'Lukas Lerager', 'Malcom', 'François Kamano', 'Nicolas de Préville']"
8-9-2017,Metz ,Paris S-G ,1,5,"['Eiji Kawashima', 'Chris Philipps', 'Milan Bisevac', 'Iván Balliu', 'Benoît Assou-Ekotto', 'Moussa Niakhaté', 'Cafú', 'Renaud Cohade', 'Mathieu Dossevi', 'Emmanuel Rivière', 'Nolan Roux']","['Alphonse Areola', 'Marquinhos', 'Presnel Kimpembe', 'Thomas Meunier', 'Yuri Berchiche', 'Thiago Motta', 'Adrien Rabiot', 'Julian Draxler', 'Edinson Cavani', 'Kylian Mbappé', 'Neymar']"
9-9-2017,Nice ,Monaco ,4,0,"['Yoan Cardinale', 'Maxime Le Marchand', 'Marlon', 'Christophe Jallet', 'Arnaud Souquet', 'Jean-Michaël Seri', 'Vincent Koziello', 'Pierre Lees-Melou', 'Mario Balotelli', 'Allan Saint-Maximin', 'Alassane Pléa']","['Danijel Subasic', 'Jemerson', 'Kamil Glik', 'Djibril Sidibé', 'Jorge', 'Fabinho', 'João Moutinho', 'Rony Lopes', 'Thomas Lemar', 'Radamel Falcao', 'Adama Diakhaby']"
9-9-2017,Caen ,Dijon ,2,1,"['Rémy Vercoutre', 'Alexander Djiku', 'Damien Da Silva', 'Frédéric Guilbert', 'Adama Mbengue', 'Youssef Aït Bennasser', 'Jan Repas', 'Julien Féret', 'Vincent Bessat', 'Ronny Rodelin', 'Ivan Santini']","['Baptiste Reynet', 'Cédric Yambéré', 'Oussama Haddadi', 'Papy Djilobodji', 'Fouad Chafik', 'Jordan Marié', 'Romain Amalfitano', 'Naïm Sliti', 'Wesley Saïd', 'Benjamin Jeannot', 'Julio Tavarès']"
9-9-2017,Montpellier ,Nantes ,0,1,"['Benjamin Lecomte', 'Vitorino Hilton', 'Pedro Mendes', 'Jérôme Roussillon', 'Nordi Mukiele', 'Paul Lasne', 'Ellyes Skhiri', 'Jonathan Ikoné', 'Kevin Bérigaud', 'Isaac Mbenza', 'Giovanni Sio']","['Ciprian Tatarusanu', 'Koffi Djidji', 'Andrei Girotto', 'Diego Carlos', 'Nicolas Pallois', 'Lucas Lima', 'Léo Dubois', 'Abdoulaye Touré', 'Jules Iloki', 'Adrien Thomasson', 'Emiliano Sala']"
9-9-2017,Strasbourg ,Amiens ,0,1,"['Bingourou Kamara', 'Kader Mangane', 'Pablo Martinez', 'Yoann Salmier', 'Kenny Lala', 'Jonas Martin', 'Jean-Eudes Aholou', 'Benjamin Corgnet', 'Idriss Saadi', 'Nuno Da Costa', 'Ihsan Sacko']","['Régis Gurtner', 'Khaled Adenon', 'Prince-Désir Gouano', 'Bakaye Dibassy', 'Oualid El Hajjam', 'Julien Ielsch', ""Guy N'Gosso"", 'Thomas Monconduit', 'Serge Gakpé', 'Gaël Kakuta', 'Moussa Konaté']"
9-9-2017,ESTAC Troyes ,Toulouse FC ,0,0,"['Mamadou Samassa', 'Oswaldo Vizcarrondo', 'Christophe Hérelle', 'Mathieu Deplagne', 'Charles Traoré', 'François Bellugou', 'Tristan Dingomé', 'Karim Azamoum', 'Stéphane Darbion', 'Samuel Grandsir', 'Adama Niane']","['Alban Lafont', 'Christopher Jullien', 'Issa Diop', 'Kelvin Amian', 'François Moubandje', 'Yannick Cahuzac', 'Giannelli Imbula', 'Jimmy Durmaz', 'Andy Delort', 'Somalia', 'Corentin Jean']"
10-9-2017,Saint-Etienne ,Angers ,1,1,"['Stéphane Ruffier', 'Loïc Perrin', 'Léo Lacroix', 'Saidy Janko', 'Ronaël Pierre-Gabriel', 'Assane Dioussé', 'Vincent Pajot', 'Bryan Dabo', 'Romain Hamouma', 'Rémy Cabella', 'Loïs Diony']","['Alexandre Letellier', 'Romain Thomas', 'Ismaël Traoré', 'Yoann Andreu', 'Abdoulaye Bamba', 'Baptiste Santamaria', 'Thomas Mangani', 'Angelo Fulgini', 'Pierrick Capelle', 'Karl Toko Ekambi', 'Enzo Crivelli']"
10-9-2017,Lyon ,Guingamp ,2,1,"['Anthony Lopes', 'Marcelo', 'Jérémy Morel', 'Rafael', 'Marçal', 'Christopher Martins', 'Lucas Tousart', 'Bertrand Traoré', 'Memphis Depay', 'Nabil Fekir', 'Mariano']","['Karl-Johan Johnsson', 'Jérémy Sorbon', 'Christophe Kerbrat', 'Pedro Rebocho', 'Jordan Ikoko', 'Etienne Didot', 'Lucas Deaux', 'Moustapha Diallo', 'Abdoul Camara', 'Jimmy Briand', 'Marcus Thuram']"
10-9-2017,Marseille ,Rennes ,1,3,"['Steve Mandanda', 'Aymen Abdennour', 'Adil Rami', 'Hiroki Sakai', 'Patrice Evra', 'Maxime Lopez', 'Grégory Sertic', 'Morgan Sanson', 'Florian Thauvin', 'Dimitri Payet', 'Valère Germain']","['Tomas Koubek', 'Gerzino Nyamsi', 'Joris Gnagnon', 'Hamari Traoré', 'Ludovic Baal', 'Benjamin André', 'Sanjin Prcic', 'Wahbi Khazri', 'Benjamin Bourigeaud', 'Ismaïla Sarr', 'Firmin Mubele']"
15-9-2017,Toulouse FC ,Bordeaux ,0,1,"['Alban Lafont', 'Kelvin Amian', 'Christopher Jullien', 'Issa Diop', 'François Moubandje', 'Giannelli Imbula', 'Jimmy Durmaz', 'Somalia', 'Ola Toivonen', 'Andy Delort', 'Corentin Jean']","['Benoît Costil', 'Jérémy Toulalan', 'Vukasin Jovanovic', 'Youssouf Sabaly', 'Théo Pellenard', 'Otávio', 'Younousse Sankharé', 'Lukas Lerager', 'Malcom', 'François Kamano', 'Nicolas de Préville']"
16-9-2017,Monaco ,Strasbourg ,3,0,"['Diego Benaglio', 'Kamil Glik', 'Jemerson', 'Jorge', 'Djibril Sidibé', 'Youri Tielemans', 'Fabinho', 'Rony Lopes', 'Rachid Ghezzal', 'Radamel Falcao', 'Stevan Jovetic']","['Bingourou Kamara', 'Pablo Martinez', 'Kader Mangane', 'Ernest Seka', 'Bakary Koné', 'Jonas Martin', 'Jean-Eudes Aholou', 'Ihsan Sacko', 'Martin Terrier', 'Idriss Saadi', 'Nuno Da Costa']"
16-9-2017,Dijon ,Saint-Etienne ,0,1,"['Baptiste Reynet', 'Papy Djilobodji', 'Cédric Yambéré', 'Valentin Rosier', 'Fouad Chafik', 'Xeka', 'Jordan Marié', 'Naïm Sliti', 'Wesley Saïd', 'Julio Tavarès', 'Benjamin Jeannot']","['Stéphane Ruffier', 'Loïc Perrin', 'K. Théophile-Catherine', 'Saidy Janko', 'Ronaël Pierre-Gabriel', 'Habib Maïga', 'Ole Selnaes', 'Bryan Dabo', 'Rémy Cabella', 'Jonathan Bamba', 'Loïs Diony']"
16-9-2017,Guingamp ,Lille ,1,0,"['Karl-Johan Johnsson', 'Felix Eboa Eboa', 'Christophe Kerbrat', 'Pedro Rebocho', 'Jordan Ikoko', 'Lebogang Phiri', 'Lucas Deaux', 'Abdoul Camara', 'Yannis Salibur', 'Jimmy Briand', 'Marcus Thuram']","['Mike Maignan', 'Edgar Ié', 'Ibrahim Amadou', 'Junior Alonso', 'Fodé Ballo-Touré', 'Kévin Malcuit', 'Yves Bissouma', 'Luiz Araujo', 'Yassine Benzia', 'Nicolas Pépé', 'Anwar El Ghazi']"
16-9-2017,Nantes ,Caen ,1,0,"['Ciprian Tatarusanu', 'Koffi Djidji', 'Andrei Girotto', 'Nicolas Pallois', 'Chidozie Awaziem', 'Lucas Lima', 'Léo Dubois', 'Abdoulaye Touré', 'Jules Iloki', 'Adrien Thomasson', 'Emiliano Sala']","['Rémy Vercoutre', 'Romain Genevois', 'Damien Da Silva', 'Frédéric Guilbert', 'Youssef Aït Bennasser', 'Jan Repas', 'Julien Féret', 'Christian Kouakou', 'Vincent Bessat', 'Ronny Rodelin', 'Ivan Santini']"
16-9-2017,ESTAC Troyes ,Montpellier ,0,1,"['Mamadou Samassa', 'Oswaldo Vizcarrondo', 'Christophe Hérelle', 'Mathieu Deplagne', 'Charles Traoré', 'François Bellugou', 'Karim Azamoum', 'Tristan Dingomé', 'Samuel Grandsir', 'Stéphane Darbion', 'Adama Niane']","['Benjamin Lecomte', 'Vitorino Hilton', 'Pedro Mendes', 'Jérôme Roussillon', 'Junior Sambia', 'Nordi Mukiele', 'Ruben Aguilar', 'Ellyes Skhiri', 'Paul Lasne', 'Stéphane Sessègnon', 'Casimir Ninga']"
17-9-2017,Amiens ,Marseille ,0,2,"['Régis Gurtner', 'Khaled Adenon', 'Prince-Désir Gouano', 'Bakaye Dibassy', 'Julien Ielsch', 'Oualid El Hajjam', 'Thomas Monconduit', 'Bongani Zungu', 'Harisson Manzala', 'Gaël Kakuta', 'Moussa Konaté']","['Yohann Pelé', 'Rolando', 'Adil Rami', 'Jordan Amavi', 'Hiroki Sakai', 'Luiz Gustavo', 'André Zambo Anguissa', 'Florian Thauvin', 'Dimitri Payet', 'Lucas Ocampos', 'Clinton Njie']"
17-9-2017,Angers ,Metz ,0,1,"['Alexandre Letellier', 'Romain Thomas', 'Ismaël Traoré', 'Yoann Andreu', 'Abdoulaye Bamba', 'Baptiste Santamaria', 'Thomas Mangani', 'Angelo Fulgini', 'Pierrick Capelle', 'Karl Toko Ekambi', 'Baptiste Guillaume']","['Eiji Kawashima', 'Chris Philipps', 'Milan Bisevac', 'Iván Balliu', 'Moussa Niakhaté', 'Matthieu Udol', 'Gerónimo Poblete', 'Renaud Cohade', 'Mathieu Dossevi', 'Nolan Roux', 'Opa Nguette']"
17-9-2017,Rennes ,Nice ,0,1,"['Tomas Koubek', 'Joris Gnagnon', 'Hamari Traoré', 'Ludovic Baal', 'Ramy Bensebaini', 'Benjamin André', 'Sanjin Prcic', 'Morgan Amalfitano', 'Wahbi Khazri', 'Benjamin Bourigeaud', 'Ismaïla Sarr']","['Yoan Cardinale', 'Marlon', 'Dante', 'Christophe Jallet', 'Arnaud Souquet', 'Jean-Michaël Seri', 'Vincent Koziello', 'Pierre Lees-Melou', 'Allan Saint-Maximin', 'Mario Balotelli', 'Alassane Pléa']"
17-9-2017,Paris S-G ,Lyon ,2,0,"['Alphonse Areola', 'Presnel Kimpembe', 'Thiago Silva', 'Layvin Kurzawa', 'Dani Alves', 'Thiago Motta', 'Adrien Rabiot', 'Julian Draxler', 'Edinson Cavani', 'Neymar', 'Kylian Mbappé']","['Anthony Lopes', 'Marcelo', 'Jérémy Morel', 'Kenny Tete', 'Ferland Mendy', 'Lucas Tousart', 'Tanguy Ndombele', 'Memphis Depay', 'Mariano', 'Bertrand Traoré', 'Nabil Fekir']"
22-9-2017,Nice ,Angers ,2,2,"['Yoan Cardinale', 'Dante', 'Maxime Le Marchand', 'Christophe Jallet', 'Arnaud Souquet', 'Nampalys Mendy', 'Vincent Koziello', 'Pierre Lees-Melou', 'Mario Balotelli', 'Alassane Pléa', 'Allan Saint-Maximin']","['Alexandre Letellier', 'Mehdi Tahrat', 'Romain Thomas', 'Mateo Pavlovic', 'Ismaël Traoré', 'Yoann Andreu', 'Vincent Manceau', 'Thomas Mangani', 'Flavien Tait', 'Angelo Fulgini', 'Karl Toko Ekambi']"
22-9-2017,Lille ,Monaco ,0,4,"['Mike Maignan', 'Ibrahim Amadou', 'Edgar Ié', 'Junior Alonso', 'Thiago Maia', 'Yves Bissouma', 'Rominigue Kouamé', 'Yassine Benzia', 'Anwar El Ghazi', 'Luiz Araujo', 'Nicolas Pépé']","['Diego Benaglio', 'Kamil Glik', 'Jemerson', 'Jorge', 'Almamy Touré', 'João Moutinho', 'Fabinho', 'Rachid Ghezzal', 'Rony Lopes', 'Radamel Falcao', 'Stevan Jovetic']"
23-9-2017,Montpellier ,Paris S-G ,0,0,"['Benjamin Lecomte', 'Vitorino Hilton', 'Pedro Mendes', 'Daniel Congré', 'Jérôme Roussillon', 'Junior Sambia', 'Ruben Aguilar', 'Paul Lasne', 'Ellyes Skhiri', 'Stéphane Sessègnon', 'Casimir Ninga']","['Alphonse Areola', 'Marquinhos', 'Thiago Silva', 'Thomas Meunier', 'Yuri Berchiche', 'Thiago Motta', 'Marco Verratti', 'Adrien Rabiot', 'Julian Draxler', 'Edinson Cavani', 'Kylian Mbappé']"
23-9-2017,Bordeaux ,Guingamp ,3,1,"['Benoît Costil', 'Jérémy Toulalan', 'Vukasin Jovanovic', 'Youssouf Sabaly', 'Théo Pellenard', 'Otávio', 'Lukas Lerager', 'Younousse Sankharé', 'Malcom', 'Nicolas de Préville', 'François Kamano']","['Karl-Johan Johnsson', 'Christophe Kerbrat', 'Felix Eboa Eboa', 'Jérémy Sorbon', 'Jordan Ikoko', 'Etienne Didot', 'Lucas Deaux', 'Abdoul Camara', 'Jimmy Briand', 'Yannis Salibur', 'Marcus Thuram']"
23-9-2017,Caen ,Amiens ,1,0,"['Rémy Vercoutre', 'Romain Genevois', 'Damien Da Silva', 'Adama Mbengue', 'Frédéric Guilbert', 'Jonathan Delaplace', 'Jan Repas', 'Julien Féret', 'Hervé Bazile', 'Ronny Rodelin', 'Ivan Santini']","['Régis Gurtner', 'Prince-Désir Gouano', 'Khaled Adenon', 'Oualid El Hajjam', 'Issa Cissokho', 'Danilo Avelar', 'Thomas Monconduit', 'Bongani Zungu', 'Harisson Manzala', 'Gaël Kakuta', 'Moussa Konaté']"
23-9-2017,Lyon ,Dijon ,3,3,"['Anthony Lopes', 'Marcelo', 'Jérémy Morel', 'Kenny Tete', 'Ferland Mendy', 'Lucas Tousart', 'Houssem Aouar', 'Tanguy Ndombele', 'Mariano', 'Bertrand Traoré', 'Nabil Fekir']","['Baptiste Reynet', 'Papy Djilobodji', 'Cédric Yambéré', 'Fouad Chafik', 'Valentin Rosier', 'Jordan Marié', 'Romain Amalfitano', 'Xeka', 'Naïm Sliti', 'Chang-hoon Kwon', 'Benjamin Jeannot']"
23-9-2017,Metz ,ESTAC Troyes ,0,1,"['Thomas Didillon', 'Chris Philipps', 'Milan Bisevac', 'Iván Balliu', 'Moussa Niakhaté', 'Matthieu Udol', 'Gerónimo Poblete', 'Renaud Cohade', 'Mathieu Dossevi', 'Nolan Roux', 'Opa Nguette']","['Mamadou Samassa', 'Christophe Hérelle', 'Jimmy Giraudon', 'Charles Traoré', 'Mathieu Deplagne', 'François Bellugou', 'Karim Azamoum', 'Tristan Dingomé', 'Saîf-Eddine Khaoui', 'Samuel Grandsir', 'Adama Niane']"
24-9-2017,Saint-Etienne ,Rennes ,2,2,"['Stéphane Ruffier', 'Loïc Perrin', 'K. Théophile-Catherine', 'Saidy Janko', 'Gabriel Silva', 'Ronaël Pierre-Gabriel', 'Assane Dioussé', 'Ole Selnaes', 'Rémy Cabella', 'Jonathan Bamba', 'Loïs Diony']","['Tomas Koubek', 'Joris Gnagnon', 'Ludovic Baal', 'Hamari Traoré', 'Ramy Bensebaini', 'Benjamin André', 'Sanjin Prcic', 'Wahbi Khazri', 'Benjamin Bourigeaud', 'Ismaïla Sarr', 'Firmin Mubele']"
24-9-2017,Strasbourg ,Nantes ,1,2,"['Bingourou Kamara', 'Kader Mangane', 'Bakary Koné', 'Ernest Seka', 'Kenny Lala', 'Jonas Martin', 'Jean-Eudes Aholou', 'Benjamin Corgnet', 'Dimitri Liénard', 'Ihsan Sacko', 'Nuno Da Costa']","['Ciprian Tatarusanu', 'Nicolas Pallois', 'Chidozie Awaziem', 'Andrei Girotto', 'Lucas Lima', 'Enock Kwateng', 'Léo Dubois', 'Abdoulaye Touré', 'Adrien Thomasson', 'Emiliano Sala', 'Préjuce Nakoulma']"
24-9-2017,Marseille ,Toulouse FC ,2,0,"['Steve Mandanda', 'Rolando', 'Adil Rami', 'Jordan Amavi', 'Hiroki Sakai', 'Luiz Gustavo', 'André Zambo Anguissa', 'Florian Thauvin', 'Lucas Ocampos', 'Dimitri Payet', 'Clinton Njie']","['Alban Lafont', 'Christopher Jullien', 'Kelvin Amian', 'Issa Diop', 'François Moubandje', 'Yannick Cahuzac', 'Giannelli Imbula', 'Jimmy Durmaz', 'Ola Toivonen', 'Somalia', 'Corentin Jean']"
29-9-2017,Monaco ,Montpellier ,1,1,"['Danijel Subasic', 'Kamil Glik', 'Jemerson', 'Djibril Sidibé', 'Almamy Touré', 'Fabinho', 'Youri Tielemans', 'Thomas Lemar', 'Rony Lopes', 'Stevan Jovetic', 'Radamel Falcao']","['Benjamin Lecomte', 'Daniel Congré', 'Vitorino Hilton', 'Pedro Mendes', 'Jérôme Roussillon', 'Ruben Aguilar', 'Paul Lasne', 'Ellyes Skhiri', 'Stéphane Sessègnon', 'Casimir Ninga', 'Isaac Mbenza']"
30-9-2017,Paris S-G ,Bordeaux ,6,2,"['Alphonse Areola', 'Marquinhos', 'Presnel Kimpembe', 'Yuri Berchiche', 'Thomas Meunier', 'Marco Verratti', 'Adrien Rabiot', 'Julian Draxler', 'Edinson Cavani', 'Neymar', 'Kylian Mbappé']","['Benoît Costil', 'Jérémy Toulalan', 'Vukasin Jovanovic', 'Youssouf Sabaly', 'Théo Pellenard', 'Otávio', 'Younousse Sankharé', 'Lukas Lerager', 'Malcom', 'François Kamano', 'Nicolas de Préville']"
30-9-2017,Dijon ,Strasbourg ,1,1,"['Baptiste Reynet', 'Papy Djilobodji', 'Cédric Yambéré', 'Valentin Rosier', 'Fouad Chafik', 'Jordan Marié', 'Romain Amalfitano', 'Xeka', 'Naïm Sliti', 'Wesley Saïd', 'Benjamin Jeannot']","['Bingourou Kamara', 'Kader Mangane', 'Bakary Koné', 'Ernest Seka', 'Kenny Lala', 'Jonas Martin', 'Jean-Eudes Aholou', 'Dimitri Liénard', 'Benjamin Corgnet', 'Idriss Saadi', 'Nuno Da Costa']"
30-9-2017,Guingamp ,Toulouse FC ,1,1,"['Karl-Johan Johnsson', 'Jérémy Sorbon', 'Christophe Kerbrat', 'Felix Eboa Eboa', 'Pedro Rebocho', 'Etienne Didot', 'Lucas Deaux', 'Moustapha Diallo', 'Jimmy Briand', 'Marcus Thuram', 'Yannis Salibur']","['Alban Lafont', 'Steeve Yago', 'Christopher Jullien', 'Kelvin Amian', 'François Moubandje', 'Issiaga Sylla', 'Alexis Blin', 'Giannelli Imbula', 'Somalia', 'Corentin Jean', 'Andy Delort']"
30-9-2017,Nantes ,Metz ,1,0,"['Ciprian Tatarusanu', 'Koffi Djidji', 'Diego Carlos', 'Léo Dubois', 'Lucas Lima', 'Valentin Rongier', 'Abdoulaye Touré', 'Yassine El Ghanassy', 'Adrien Thomasson', 'Emiliano Sala', 'Préjuce Nakoulma']","['Eiji Kawashima', 'Chris Philipps', 'Milan Bisevac', 'Iván Balliu', 'Moussa Niakhaté', 'Benoît Assou-Ekotto', 'Gerónimo Poblete', 'Renaud Cohade', 'Mathieu Dossevi', 'Nolan Roux', 'Opa Nguette']"
30-9-2017,Rennes ,Caen ,0,1,"['Tomas Koubek', 'Gerzino Nyamsi', 'Joris Gnagnon', 'Ramy Bensebaini', 'Ludovic Baal', 'Hamari Traoré', 'Benjamin André', 'Morgan Amalfitano', 'Wahbi Khazri', 'Benjamin Bourigeaud', 'Firmin Mubele']","['Rémy Vercoutre', 'Romain Genevois', 'Damien Da Silva', 'Frédéric Guilbert', 'Adama Mbengue', 'Youssef Aït Bennasser', 'Jan Repas', 'Julien Féret', 'Hervé Bazile', 'Ronny Rodelin', 'Ivan Santini']"
1-10-2017,ESTAC Troyes ,Saint-Etienne ,2,1,"['Mamadou Samassa', 'Christophe Hérelle', 'Jimmy Giraudon', 'Charles Traoré', 'Jérémy Cordoval', 'Tristan Dingomé', 'Karim Azamoum', 'Saîf-Eddine Khaoui', 'Bryan Pelé', 'Samuel Grandsir', 'Hyun-jun Suk']","['Stéphane Ruffier', 'Loïc Perrin', 'K. Théophile-Catherine', 'Saidy Janko', 'Ronaël Pierre-Gabriel', 'Assane Dioussé', 'Vincent Pajot', 'Hernani', 'Kevin Monnet-Paquet', 'Rémy Cabella', 'Jonathan Bamba']"
1-10-2017,Angers ,Lyon ,3,3,"['Alexandre Letellier', 'Romain Thomas', 'Ismaël Traoré', 'Yoann Andreu', 'Vincent Manceau', 'Thomas Mangani', 'Baptiste Santamaria', 'Flavien Tait', 'Angelo Fulgini', 'Enzo Crivelli', 'Karl Toko Ekambi']","['Anthony Lopes', 'Marcelo', 'Mouctar Diakhaby', 'Ferland Mendy', 'Rafael', 'Lucas Tousart', 'Tanguy Ndombele', 'Bertrand Traoré', 'Mariano', 'Memphis Depay', 'Nabil Fekir']"
1-10-2017,Nice ,Marseille ,2,4,"['Yoan Cardinale', 'Malang Sarr', 'Dante', 'Maxime Le Marchand', 'Arnaud Souquet', 'Nampalys Mendy', 'Jean-Michaël Seri', 'Pierre Lees-Melou', 'Allan Saint-Maximin', 'Mario Balotelli', 'Alassane Pléa']","['Steve Mandanda', 'Rolando', 'Adil Rami', 'Hiroki Sakai', 'Jordan Amavi', 'Luiz Gustavo', 'André Zambo Anguissa', 'Dimitri Payet', 'Florian Thauvin', 'Lucas Ocampos', 'Clinton Njie']"
20-11-2017,Amiens ,Lille ,3,0,"['Régis Gurtner', 'Khaled Adenon', 'Bakaye Dibassy', 'Julien Ielsch', 'Oualid El Hajjam', 'Danilo Avelar', ""Guy N'Gosso"", 'Harisson Manzala', 'Gaël Kakuta', 'Serge Gakpé', 'Lacina Traoré']","['Mike Maignan', 'Ibrahim Amadou', 'Edgar Ié', 'Junior Alonso', 'Fodé Ballo-Touré', 'Kévin Malcuit', 'Thiago Mendes', 'Thiago Maia', 'Anwar El Ghazi', 'Luiz Araujo', 'Nicolas Pépé']"
13-10-2017,Lyon ,Monaco ,3,2,"['Anthony Lopes', 'Mapou Yanga-Mbiwa', 'Mouctar Diakhaby', 'Ferland Mendy', 'Kenny Tete', 'Lucas Tousart', 'Tanguy Ndombele', 'Houssem Aouar', 'Bertrand Traoré', 'Nabil Fekir', 'Mariano']","['Danijel Subasic', 'Terence Kongolo', 'Kamil Glik', 'Jemerson', 'Almamy Touré', 'João Moutinho', 'Souahilo Meïté', 'Thomas Lemar', 'Adama Traoré', 'Rony Lopes', 'Keita Baldé']"
